2246.0,1
2343.0,1
2344.0,1
2468.0,1
2468.0,1
2469.0,1
2471.0,1
2558.0,1
2559.0,1
2561.0,1
2650.0,1
2650.0,1
2651.0,1
2653.0,1
2738.0,1
2739.0,1
2822.0,1
2824.0,1
2825.0,1
2828.0,1
2895.0,1
3001.0,1
3006.0,1
3007.0,1
3009.0,1
3107.0,1
3110.0,1
3759.0,1
3761.0,1
3762.0,1
3762.0,1
3763.0,1
3763.0,1
3872.0,1
3873.0,1
3928.0,1
3929.0,1
3934.0,1
4082.0,1
4083.0,1
4087.0,1
4288.0,1
4289.0,1
4290.0,1
4337.0,1
4338.0,1
4342.0,1
4541.0,1
4542.0,1
4547.0,1
4566.0,1
4673.0,1
4851.0,1
4892.0,1
4893.0,1
4898.0,1
4999.0,1
5028.0,1
5030.0,1
5031.0,1
5033.0,1
5234.0,1
5234.0,1
5244.0,1
5254.0,1
5254.0,1
5255.0,1
5255.0,1
5255.0,1
5258.0,1
5461.0,1
5462.0,1
5463.0,1
5463.0,1
5466.0,1
5662.0,1
5670.0,1
5671.0,1
5677.0,1
5875.0,1
5876.0,1
5903.0,1
5907.0,1
6015.0,1
6016.0,1
6020.0,1
6173.0,1
6174.0,1
6179.0,1
6305.0,1
6306.0,1
6307.0,1
6309.0,1
6318.0,1
6347.0,1
6347.0,1
6348.0,1
6351.0,1
6365.0,1
6410.0,1
6468.0,1
6473.0,1
6474.0,1
6484.0,1
7298.0,1
7298.0,1
7299.0,1
7304.0,1
7357.0,1
7358.0,1
7359.0,1
7360.0,1
7360.0,1
7360.0,1
7361.0,1
7363.0,1
7364.0,1
7365.0,1
7394.0,1
7394.0,1
7395.0,1
7395.0,1
7395.0,1
7395.0,1
7395.0,1
7396.0,1
7397.0,1
7398.0,1
7406.0,1
7406.0,1
7407.0,1
7413.0,1
7418.0,1
7440.0,1
7457.0,1
7467.0,1
7489.0,1
7490.0,1
7491.0,1
7493.0,1
7496.0,1
7538.0,1
7538.0,1
7539.0,1
7540.0,1
7542.0,1
7579.0,1
7579.0,1
7580.0,1
7580.0,1
7910.0,1
7914.0,1
8000.0,1
8000.0,1
8000.0,1
8001.0,1
8001.0,1
8073.0,1
8307.0,1
8329.0,1
8363.0,1
8382.0,1
8382.0,1
8382.0,1
8382.0,1
8390.0,1
8390.0,1
8413.0,1
8413.0,1
8421.0,1
8421.0,1
8436.0,1
8436.0,1
8454.0,1
8457.0,1
8457.0,1
8458.0,1
8458.0,1
8459.0,1
8460.0,1
8460.0,1
8460.0,1
8460.0,1
8461.0,1
8463.0,1
8464.0,1
8465.0,1
8472.0,1
8532.0,1
8536.0,1
8538.0,1
8538.0,1
8539.0,1
8539.0,1
8539.0,1
8539.0,1
8540.0,1
8541.0,1
8542.0,1
8543.0,1
8544.0,1
8546.0,1
8546.0,1
8553.0,1
8591.0,1
8596.0,1
8598.0,1
8599.0,1
8599.0,1
8600.0,1
8601.0,1
8601.0,1
8602.0,1
8603.0,1
8613.0,1
8614.0,1
8618.0,1
8619.0,1
8624.0,1
8625.0,1
8628.0,1
8629.0,1
8631.0,1
8631.0,1
8632.0,1
8633.0,1
8633.0,1
8633.0,1
8633.0,1
8644.0,1
8719.0,1
8719.0,1
8719.0,1
8719.0,1
8719.0,1
8727.0,1
8727.0,1
8727.0,1
8727.0,1
8727.0,1
8766.0,1
8766.0,1
8766.0,1
8766.0,1
8766.0,1
8766.0,1
8766.0,1
8766.0,1
8766.0,1
8766.0,1
8784.0,1
8796.0,1
8859.0,1
8859.0,1
8860.0,1
8969.0,1
8969.0,1
8969.0,1
8969.0,1
8971.0,1
8975.0,1
8980.0,1
9013.0,1
9013.0,1
9013.0,1
9014.0,1
9014.0,1
9014.0,1
9014.0,1
9029.0,1
9031.0,1
9031.0,1
9033.0,1
9033.0,1
9033.0,1
9033.0,1
9033.0,1
9033.0,1
9033.0,1
9033.0,1
9061.0,1
9061.0,1
9061.0,1
9083.0,1
9084.0,1
9213.0,1
9334.0,1
9334.0,1
9334.0,1
9334.0,1
9334.0,1
9334.0,1
9335.0,1
9335.0,1
9335.0,1
9335.0,1
9335.0,1
9365.0,1
9370.0,1
9370.0,1
9370.0,1
9373.0,1
9386.0,1
9400.0,1
